"gene_id"	"AM-WT_R1"	"AM-WT_R2"	"AM-WT_R3"	"CD206neg-IM-CRE_R1"	"CD206neg-IM-CRE_R2"	"CD206neg-IM-CRE_R3"	"CD206neg-IM-WT_R1"	"CD206neg-IM-WT_R2"	"CD206neg-IM-WT_R3"	"CD206pos-IM-CRE_R1"	"CD206pos-IM-CRE_R2"	"CD206pos-IM-CRE_R3"	"CD206pos-IM-WT_R1"	"CD206pos-IM-WT_R2"	"CD206pos-IM-WT_R3"	"Ly6Cpos-Mo-WT_R1"	"Ly6Cpos-Mo-WT_R2"	"Ly6Cpos-Mo-WT_R3"
"ENSMUSG00000056494"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000056498"	3838.001	4401	3309	173	95	251.999	143.999	182	127	85	103	106	127	152	163	566	446	456
"ENSMUSG00000056501"	7661	8468	9830	3544	4460	4570	3993	4037	3723	5284	7242	4857	4960	3072	4789	11965	10233	12290
"ENSMUSG00000056508"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000056509"	0	0	0	0	0	1	0	0	0	7	0	0	0	0	0	0	0	2
"ENSMUSG00000056515"	1947	2307	2214	2510	2960	3062	2768	2917	2952	4039	4760	3687	3629	4237	4053	5805	4364	4373
"ENSMUSG00000056529"	564	291	502	7384	7784	9218	10580	8971	10223	8097	9294	8884	9414	8266	10644	5554	3818	5635
"ENSMUSG00000056531"	28	23	7	31	19	32	40	23.001	5	40	25	6	21	16	10	4	1	0
"ENSMUSG00000056536"	536.001	645	476	784	724	658.999	852	850.001	807	757	1018.999	767	821	1161	981	707	544	487.001
"ENSMUSG00000056537"	2866	3640	3528	2973.001	2796	3146	3351	3370	3826	3086.001	3489	3318	3827	3670	4631	3149	2759	2455
"ENSMUSG00000056544"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000056553"	0	0	2	0	2	14	0	3	0	2	1	2	0	0	0	0	0	0
"ENSMUSG00000056564"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000056569"	3	9	10	25	9	83	8	5	3	3	8	13	2	0	5	0	4	0
"ENSMUSG00000056586"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000056592"	105	185	87	535	583	549	581	604	514	458	662	403	490	538	469	143	124	113
"ENSMUSG00000056596"	1	0	0	13	5	15	6	10	11	6	7	8	13	6	9	1	0	2
"ENSMUSG00000056598"	10	9	11	29	3	102	1	11	7	4	4	38	8	14	3	10	9	0
"ENSMUSG00000056600"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000056602"	2835	3124.001	2973	518.999	494	645	430	490	480	519	521.001	466.999	644	606	527	2530	2294.044	1921.001
"ENSMUSG00000056605"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000056608"	1668	1952.999	1717	3843	4089.998	4071.001	3969	4137.001	4646.999	3751.002	4480	3706.999	4460.001	4029.001	5127	1973	1791	1441.999
"ENSMUSG00000056612"	1262.999	1182	1418	548	555.001	709.001	550.001	431.001	487	685.999	704	670	607	551	617.001	350	275.999	389.999
"ENSMUSG00000056617"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000056629"	892	888	880.999	596.999	539	820	647.001	591.999	508.999	724	877.999	680	672.001	728	637.999	589	452	596.001
"ENSMUSG00000056632"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000056643"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	11	12
"ENSMUSG00000056648"	0	0	0	2	0	1	1	0	0	0	0	2	2	0	0	0	0	0
"ENSMUSG00000056656"	6	26	19	46	11	44	21	17	25	6	9	9	30	12	15	3	0	0
"ENSMUSG00000056665"	125	178	211	75	75	124	58	67	71	66	121	85	88	105	53	179	113	187
"ENSMUSG00000056666"	170	256	367	281	364	390	299	330	378	483	500	457	495	410	537	179	141.999	166
"ENSMUSG00000056671"	66	85	106	118	58	56	98	84	98	63	93	67	83	164	87	18	16	20
"ENSMUSG00000056673"	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0
"ENSMUSG00000056679"	0	0	2	5	0	3	0	0	0	0	0	0	2	0	0	0	0	0
"ENSMUSG00000056692"	3426	3673.001	3706	2288.001	2265.001	2936	2236	2574.001	2514.999	2461	3021.999	2336	2676.999	2608.001	2944.001	6706	5213	5244
"ENSMUSG00000056696"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000056698"	133.001	199	165.999	160	146	270	126	176	176	180	220	179	161	132	221	139.999	161	89.001
"ENSMUSG00000056706"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000056708"	7943	9041	8538	10012	10606	14719	12563	13615	14233	10666	12664	10841	10643	9928	11803	5732	4939	5355
"ENSMUSG00000056718"	0	0	0	5	0	9	0	2	0	0	0	1	2	0	0	0	0	0
"ENSMUSG00000056724"	493.999	447	423	3016.001	3626.999	3508	2745	4290	3309.999	1768	2373	1865.999	1542.001	1713.001	1669.001	3063	3136.999	2656.001
"ENSMUSG00000056728"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000056737"	12836	13453.001	15930	4178	4247.001	6110.999	3675	3382.999	3870	4645	5564.001	5855	4406.999	4099	4709.999	7105	5555.999	6977.001
"ENSMUSG00000056749"	6127	7188	6364	1779	1899	1977	1218	1442	939	2673	3337	2391	2314	2769	2421	10055	9536	9307
"ENSMUSG00000056752"	7	21	4	23	9	118	5	11	13	9	4	59	4	0	0	0	1	0
"ENSMUSG00000056755"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000056758"	0	0	0	0	0	5	2	0	3	0	0	0	0	0	0	0	0	0
"ENSMUSG00000056763"	331	376.999	376.999	431.001	410	409.001	347.999	421	340.999	263.999	418	249.001	283	352	341.001	376.999	386	267
"ENSMUSG00000056770"	1655.002	1840	1688	2238.001	2212.999	2233.001	2585.001	2425	2373	1879	2213	1675.001	1906.001	1603.999	2314.001	2168.998	1683.999	1722.001
"ENSMUSG00000056782"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000056812"	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000056815"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000056820"	1171	1558	1248	634	726	727	589	752	763	766	804	771	674	730	757	1054	965	972
"ENSMUSG00000056822"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000056824"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000056829"	0	0	0	4	9	7	0	0	0	2	0	4	0	0	0	0	0	0
"ENSMUSG00000056832"	9	25	0	4	2	28	1	12	6	14	26	5	3	6	6	3	2	2
"ENSMUSG00000056851"	7062.999	7538	7545.999	5875.001	5722	7344.001	6354.001	6132.003	6599.998	6404.001	7003.001	5836.001	6513.003	5981	7621	7995	6617	7705.001
"ENSMUSG00000056853"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000056854"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000056856"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000056858"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000056863"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000056870"	4	5	18	21	11	54	14.001	19	27	13	4	22	8	0	11	3	25	8
"ENSMUSG00000056880"	0	0	0	0	0	0	0	1	0	0	0	0	6	5	2	0	0	0
"ENSMUSG00000056883"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000056885"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000056888"	1606.001	1733	1780	5985.999	5845	6333	6373	6027	6103	6691.999	7096.999	6314	5656	5309	6715	3538	2717.999	4513
"ENSMUSG00000056895"	1	3	1	28	22	33	19	15	12	21	35	25	46	62	45	6	22	10
"ENSMUSG00000056899"	18	18	21	25	22	29	56	33	38	34	48	32	53	13	45	9	1	6
"ENSMUSG00000056900"	0	1	0	0	0	15	0	0	1	3	0	0	3	0	2	0	0	0
"ENSMUSG00000056901"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000056910"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000056912"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000056917"	2104.999	2574.001	2316.999	3174	3603	4095	2999.999	3888.999	3045.999	3151	4187	2890	3157.001	3289.999	3161	2646.001	2788	2170.001
"ENSMUSG00000056919"	324	509	218	308.052	313	338	303.001	365.999	253.061	290	307.181	218	303	311	282	183	222.14	79
"ENSMUSG00000056921"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000056926"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000056938"	78	75.001	104	101	87	164	94.001	138	86	110.999	170.001	114.999	122.001	147	131.001	94	106.999	118
"ENSMUSG00000056941"	1488	1442	1607	586	644	723	596.001	579	587	672.999	751	733	595	774	602	847	631	761
"ENSMUSG00000056946"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000056947"	0	0	0	3	0	0	0	0	0	0	0	0	0	0	2	0	0	0
"ENSMUSG00000056952"	1397	1758.999	1624.999	1048	1286	1384	1296	1528.999	1385.999	1166	1339	1177	1317	1180	1507	2215	1865	2337.999
"ENSMUSG00000056959"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000056961"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000056962"	810	747	857	728	658	852	691.001	683.001	661.001	720	788	667	683.001	725	695.001	892	725	786
"ENSMUSG00000056966"	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000056972"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000056973"	94	69	221	324	68	1865	47	108	323	189	81	368	98	98	159	20	26	62
"ENSMUSG00000056978"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000056987"	0	0	0	0	0	5	0	0	0	0	0	0	3	0	0	0	0	0
"ENSMUSG00000056995"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000056999"	1536	1538	1204	598	699	741	667.999	647.999	570	697	829	613	619	738	722	905	672	638
"ENSMUSG00000057000"	5	3	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000057003"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000057021"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000057037"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000057047"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000057050"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
"ENSMUSG00000057054"	2	13	4	0	14	10	1	4	20	4	3	16	19	7	3	0	2	0
"ENSMUSG00000057058"	22	22	10	15	27	17	15	26	9	5	13	6	2	0	15	68.001	13	41
"ENSMUSG00000057060"	0	0	1	5	0	2	0	0	5	0	8	0	0	0	0	0	0	0
"ENSMUSG00000057067"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000057068"	7	0	1	2	0	18.999	0	1	0	0	5	17	1	0	0	0	0	0
"ENSMUSG00000057069"	707	810	816	1173	1263.001	1243.001	1341.999	1248	1278	985	1218	996	975	1017	1290	2361.999	1848	2040
"ENSMUSG00000057072"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000057074"	0	0	1	0	0	8	0	0	0	2	0	2	0	0	2	0	0	0
"ENSMUSG00000057092"	0	2	9	33	2	128	1	7	0	7	6	3	0	0	6	0	0	0
"ENSMUSG00000057093"	23	33	3	14	15.776	19	26	30.642	10	20	23	8.665	12	54	19	3	0	0
"ENSMUSG00000057098"	6	9	23	43	29	52	27.001	30	26	7	15	13	33	25	30	33	25	39
"ENSMUSG00000057101"	422	539	406	307	340	397	362	362	409	324	357	287.001	320	285	372	383	305	278
"ENSMUSG00000057103"	21	42	26	2	3	12	10	6	27	4	15	0	14	6	6	14.999	32	16
"ENSMUSG00000057110"	1982.001	2325.001	2034.001	2482	2549.999	2069	2257	2647.002	2312.001	1730	2231	1484.998	1676.001	2093	1927.001	2062.001	1782.002	1129.999
"ENSMUSG00000057113"	4929	5730	4390	4962.999	3902	5218	4981.999	3992	4020	4937	4914.001	4391	3913	4888	5267	4552	3930	4409
"ENSMUSG00000057116"	0	0	0	11	0	0	0	0	0	2	0	0	0	0	0	0	0	0
"ENSMUSG00000057123"	10	12	46	117	8	462	13	33	72	33	16	50	38	18	30	18	5	12
"ENSMUSG00000057130"	424.562	545.239	475.254	222.503	233.211	298.085	301.603	264.575	282.604	283.229	282.014	277.782	239.2	217.55	261.272	221.142	228.211	196.356
"ENSMUSG00000057132"	52	14	22	85	57	63	47	63	34	18	22	36	24	34	41	28.001	10	20
"ENSMUSG00000057133"	759	834.999	836	1530.999	1658.999	1496	1614	1900.999	1668.001	1206	1385.001	965	1519.999	1439.001	1739.001	1047.999	876	723
"ENSMUSG00000057134"	1000	1346	1358	252	256	457	272	259	424	277	298	380	378	351	420	193	154	228
"ENSMUSG00000057135"	1139	1053	1197	555	575	644	1022	888	899	322	364	365	425	515	417	81	85	69
"ENSMUSG00000057137"	592	737	596	120	122	295	155	148	196	172	181	204	168	229	182	84.999	86	71
"ENSMUSG00000057143"	458.584	662.311	573.394	507.579	496.668	514.742	498.951	542.252	487.312	552.26	544.143	425.51	327.115	383.362	432.694	1243.819	1113.936	782.975
"ENSMUSG00000057147"	226	342	259	163	153	186	165	204.999	194	126	189	126	131	174	162	107	122	121
"ENSMUSG00000057149"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000057156"	97.001	156	70	39.999	39	42	51	30	20	39	67	56	29	15	44	83	66	50
"ENSMUSG00000057163"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000057170"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000057173"	0	0	0	0	0	1	0	0	0	2	0	0	1	0	0	0	2	0
"ENSMUSG00000057174"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000057176"	8	6	7	37	33.001	45.999	11	19	16	11	21.001	16	7	10	1	27	54	25
"ENSMUSG00000057177"	2316	2562.999	2608.999	1316.001	1384	1880.001	1379.999	1269	1586	1368	1705.001	1585	1409	1650	1653	2227.999	2061	2162
"ENSMUSG00000057179"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000057181"	194	246	170	126	152	183	123	149	204	131	225	151	147	246	164	78	115	71
"ENSMUSG00000057182"	9	29	28	35	6	81	18	41	75	9	12	58	24	22	20	7	7	27
"ENSMUSG00000057191"	140	121	102	1226	1285	1405	846	963	849	1357	1629	1452	1220.999	1279	1274	4520.001	3731	5186
"ENSMUSG00000057193"	1312	1629	1845	901	954	1511.999	857	936.001	1095	608	769	669	773.001	652	737.999	7932.999	7120.001	6411.999
"ENSMUSG00000057195"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000057203"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000057207"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000057219"	480	446.001	642	242	316.001	329	317	241	272	276	385	255.001	403	334	380.999	494.001	259.001	377.999
"ENSMUSG00000057228"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000057229"	346	362.999	392	411	425	548.999	347	408	319	316	399.999	296.999	268	278	375	432	388	307
"ENSMUSG00000057230"	1257.001	1514.999	1404	872	955	886.999	1070.999	1155	1199.001	836	946.001	687	912	898	1092	873.001	882.999	718
"ENSMUSG00000057234"	68	87	52	53	41	35	32	48	45	52	43	51	35	34	44	10	11	26
"ENSMUSG00000057236"	2862	3104	3069	1742	1882	2262	1705	1780	1712	1986	2338	1971	2032	2095	2106	2622	1895	2610
"ENSMUSG00000057240"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000057246"	10	0	0	10	15	21	23	22.999	21	6	14	5	6	7	5	0	0	0
"ENSMUSG00000057265"	3	0	2	4	4	15	0	2	8	4	3	2	6	0	1	0	5	1
"ENSMUSG00000057270"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000057278"	535	574	677	455	377	557.001	427	437	436	362	508	477	421.999	341.999	478	672	516	859.001
"ENSMUSG00000057280"	4	0	0	0	2	0	0	0	4	0	0	0	0	0	0	5	0	3
"ENSMUSG00000057286"	12	21	29	37	6	157.695	11	9	39	16	9	20	15.395	9	24	22	4	27
"ENSMUSG00000057315"	774.999	896	950	169	95	186.999	78	71	129	79	85	150	77	52	67	271.001	220.999	241
"ENSMUSG00000057321"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000057322"	2142.001	2365	3072	2097	2183.001	3224	2468.999	2220	2642.001	2160	2835	2635	2527	1815.999	2392	3825	2843.001	5721
"ENSMUSG00000057329"	58	28	38	684	636	616	742	900	712	575	740	461	489	666	657	463	573	486
"ENSMUSG00000057335"	2518.001	2831.001	2324	3053.001	3253	2028.999	3467	3673	3419.001	2866.002	3521	2471	2873	3687.001	3635	2608.999	2204	1565
"ENSMUSG00000057337"	10	22	85	209	187	297	108	134	165	114	163	119	145	107	124	48	68	41
"ENSMUSG00000057342"	742.999	796	868.999	599	754.999	715	606	664.001	621	611	897.001	551.001	668.001	695	557	1129	1039.001	1077
"ENSMUSG00000057346"	0	0	0	13.389	3	30.363	0	0	0	0	0	1	2	0	0	0	0	0
"ENSMUSG00000057349"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000057363"	1448	1802	1493	408	400	437	319	380.999	302.001	469	461	378	371.001	497.001	428	968	763	893
"ENSMUSG00000057367"	439	510	424	975.154	1059.704	1073.537	1199.744	1080.615	1022.452	1084.955	1220.786	1015.795	1097.463	1055.166	1300.297	688.202	532	614.999
"ENSMUSG00000057375"	516	577	788	533.999	628.001	815.999	634	615	600.999	730	736.999	773.001	668.001	641	648	1184.001	883	1162
"ENSMUSG00000057378"	0	0	0	0	0	8	0	0	4	4	0	5	3	0	0	0	0	0
"ENSMUSG00000057381"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000057388"	522.999	623	475	234	260	285	207	221	196	335	274	251	192	216	261	498	319	329
"ENSMUSG00000057396"	22	53	18	23	18	19	18	13	14	8	17	8	8	11	20	5	10	10
"ENSMUSG00000057400"	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
"ENSMUSG00000057402"	1	0	0	8	0	3	0	0	0	0	0	0	5	0	0	0	6	0
"ENSMUSG00000057406"	1108	1252	882	1244	1190.999	1074	928.001	1085.001	966	967	1190	815	796	1217.999	968	611	528	476.999
"ENSMUSG00000057409"	160	243	120	117	103	91	102	114	61	88	91	49	46	127	88	226	208	148
"ENSMUSG00000057411"	571	560.999	728	384.999	525	717.001	520	552	551	616.001	755	635	679	418.999	569	469	416.999	563.001
"ENSMUSG00000057417"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000057421"	639	816	734.999	402	494.999	631	489.001	457	410.999	462.999	502.001	340.001	406.001	456	492.999	399.999	379	432.001
"ENSMUSG00000057424"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000057425"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000057439"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000057440"	214.999	320	246	364	432.999	176	249.001	470	177.001	207.999	375.999	179	205	356	196	191	299	186
"ENSMUSG00000057443"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000057446"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000057447"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000057454"	0	0	0	0	4	5	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000057455"	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000057457"	0	3	5	11	2	37	6	4	10	1	5	13	4	0	6	1	0	1
"ENSMUSG00000057461"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000057464"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000057465"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000057469"	345	417	352	159	151	162.001	133	144.001	157.999	138	194	161	129	168	167.001	133	111.001	85
"ENSMUSG00000057497"	325	332	321	100	94	151	95	108	107	166	162	120	117	143	133	77	88	83
"ENSMUSG00000057503"	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
"ENSMUSG00000057506"	322	443	491	230	253	394	294.001	283	244	294	271	283.999	217.001	237	249	589	480.999	481
"ENSMUSG00000057513"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000057522"	2324	2797.001	2518	2841	2774.001	3679.999	3519	3135.001	3274	3146.999	3589.001	3240	3170	2768	3578	4767	3799	3777
"ENSMUSG00000057530"	360	347	596	1099	826	2831	716	795	1273	720	700	934	789	650	828	1992	1874	1619
"ENSMUSG00000057531"	1621.999	1695	1982	540	486	770.999	525	513.999	583.001	588	708	682	651	442	734.001	314.001	243	265.999
"ENSMUSG00000057534"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000057540"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000057541"	236	228.999	163	238.001	279	282	260	316	222	270	334	240.001	161	222	262	99	61	69
"ENSMUSG00000057551"	349.001	455	347	261	347	325	324	381.999	350.999	196	320	216	245	364	343	194	157	173.999
"ENSMUSG00000057554"	2232	2580	2443.001	1308.999	1175.999	1420	1247	1169	1210.001	1566	1587	1294.001	1620.999	1608	1898	1743	1301.999	1494.999
"ENSMUSG00000057561"	1567	1780.999	1717	1846.897	1725.977	2493.969	2131	1814.999	2201.995	3214.001	3165	3410.999	3557.945	3120.964	4636.001	1769	1465	1924.999
"ENSMUSG00000057564"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000057572"	502	587.999	541	221.001	242	298	260	234.999	204	287	330	222	235	161	292	380	289.001	385
"ENSMUSG00000057592"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000057594"	113	112	101	36	52.999	81	70	60.999	34	54	77	55.999	39	73	55	53.999	29	61.001
"ENSMUSG00000057596"	379.162	465.608	382.789	639.526	602.471	501.988	768.194	642.992	673.001	624.716	659.755	476.86	557.224	696.257	737.312	2130.415	1703.832	1408.864
"ENSMUSG00000057604"	1	5	10	37	6	266	0	9	19	3	3	12	11	0	14	1	17	2
"ENSMUSG00000057606"	13	12	50	54	52	162	10	47	62	31	107	86	101	43	112	16	11	23.279
"ENSMUSG00000057609"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000057614"	0	4	24	38	7	77	6	11	26	22	4	33	14	0	6	10	7	11
"ENSMUSG00000057615"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000057637"	2319	2126	2409	2316	2461	2746	2836	2494	2925	2122	2539	2021	2898	2511	3018	3186	1995	2137
"ENSMUSG00000057649"	1147	1149	988.998	928.999	964.001	1225.999	848	995	879.001	947.999	1128.999	966.001	968.998	985	995	906	699.001	759.999
"ENSMUSG00000057650"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000057654"	0	0	0	0	0	1	1	4	1	0	0	0	0	0	0	1	0	0
"ENSMUSG00000057666"	47771.627	46964.956	53202.026	13673.873	13323.987	20121.614	14734.885	13931.365	14610.82	14285.897	15099.932	15828.862	13638.078	13527.283	15270.899	23143.093	18628.806	28497.47
"ENSMUSG00000057667"	267	249	234	88	101	83	82	96	79	75	131	90	47	140	67	205	177	113
"ENSMUSG00000057672"	6589.001	6771.001	7639	5499.999	6494.999	6988	6300	7535	6657.999	5290	7082	5586	6158.001	5738.999	6545	8522	7396	6967
"ENSMUSG00000057674"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000057691"	646	545	638	338	390	344	270	340.001	297	235	351	233.999	227	426	304.001	500.001	472.001	436
"ENSMUSG00000057697"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000057699"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000057706"	56	35	48	227	176	165	140	117	185	192	227	191	200	138	155	149	65	132
"ENSMUSG00000057710"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000057715"	0	0	0	0	0	4	0	0	0	2	0	0	0	0	0	0	0	0
"ENSMUSG00000057716"	0	0	2	10	14	9	28	18	18	27	19	6	38	42	35	0	0	0
"ENSMUSG00000057719"	0	3	5	7	1	42	3	10	9	5	4	10	16	6	20	0	0	0
"ENSMUSG00000057722"	3415	2861	3708	76	25	483	34	35	139	60	9	84.001	109.001	69	129	105	37	75
"ENSMUSG00000057723"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000057726"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000057729"	0	0	3	1	0	1	0	0	5	0	0	0	1	0	6	100	110	202
"ENSMUSG00000057735"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000057738"	7341	7853	7828	5460	5207.001	8343.999	5926.001	5782	6539	5185	6094.001	5400.999	5821	5451.999	6557.999	8902.998	7495.001	7209.998
"ENSMUSG00000057751"	13	32	69	69	23	482	14	38	94	28	12	118	31	0	23	9	8	17
"ENSMUSG00000057754"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000057761"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000057762"	81.563	72.078	99.038	34.696	31.69	71.801	14.22	25.629	28.859	56.113	20.123	43.955	47.167	34.598	54.418	15.487	26.015	30.632
"ENSMUSG00000057766"	3	0	2	3	0	54	1	3	5	2	0	1	2	0	6	0	0	0
